video_file,pose_file
CAKE,.npy
RABBIT2,RAB.npy
PENNY,P.npy
COPY,.npy
8HOUR,8.npy
COMB2,C.npy
DUCK2,D.npy
MOUTH,M.npy
PEG1,.npy
MEAT1,M.npy
VLOG,.npy
BLINDS2,BLI.npy
METAL,M.npy
CHEER,C.npy
GRAMMAR,GRA.npy
RIGHT3,RI.npy
DOWNLOAD,DOWN.npy
TEACH1,TE.npy
FINE1,F.npy
VOICE,V.npy
HOW1,.npy
SWEATER2,SWEA.npy
WALK-TIGHTROPE-CL,WALK-TIGHTROP.npy
BABY2,B.npy
MYSELF,MY.npy
SLIDE2,SL.npy
OFFEND,OF.npy
SHOCKED,SHO.npy
DECORATE1,DECOR.npy
LONGLINE,LONG.npy
ENOUGH,EN.npy
UNCLE,U.npy
RHINO2,RH.npy
SKI,.npy
HELICOPTER2,HELICOP.npy
DECIDE1,DEC.npy
PEG2,.npy
ERUPT2,ER.npy
VOMIT,V.npy
TOMATO,TO.npy
SINCE,S.npy
MICROSCOPE2,MICROSC.npy
BACK,.npy
PRETEND,PRE.npy
WASH2,W.npy
FOREVER1,FORE.npy
SELECT,SE.npy
WEIGH,W.npy
COOPERATE,COOPE.npy
SUSHI,S.npy
OFF,.npy
STORY2,ST.npy
GHOST,G.npy
ELEVEN,EL.npy
SLIPPER,SLI.npy
BRA3,.npy
TEACH2,TE.npy
DEFLATE,DEF.npy
CLOSEEYES,CLOSE.npy
CLOUD4,CL.npy
CRAWL2,CR.npy
BULL,.npy
TENT,.npy
DIG,.npy
PASSPORT,PASS.npy
DIVIDE,DI.npy
SHOVEL2,SHO.npy
VASE,.npy
APART,A.npy
HANG,.npy
WADE1,W.npy
KNIFE2,KN.npy
CRY3,.npy
PINEAPPLE2,PINEAP.npy
CHEW4,C.npy
WALRUS,WA.npy
BUBBLES,BUB.npy
CATCH2,CA.npy
BISON,B.npy
CANNOT,CA.npy
PIZZACUTTER,PIZZACU.npy
NINE,.npy
SALTSHAKER,SALTSH.npy
PHYSICS,PHY.npy
ROCKINGCHAIR1,ROCKINGCH.npy
ZOO,.npy
GUIDE,G.npy
WORD,.npy
EASTER,EA.npy
LIPREAD,LIP.npy
HOLDACCOUNTABLE,HOLDACCOUNT.npy
SHAPE,S.npy
REGISTER,REGI.npy
GATE,.npy
PROPELLER,PROPE.npy
NEXT,.npy
BREAKFAST1,BREAKF.npy
BOLT,.npy
DEAF1,D.npy
DRAGON,DR.npy
MAGNET2,MAG.npy
MUST,.npy
SPORTS,SP.npy
JEALOUS,JEA.npy
SNEEZE2,SNE.npy
MEETING,MEE.npy
AWAY,.npy
KILL,.npy
NOTYET,NO.npy
HOW2,.npy
DRIP,.npy
ANTLERS,ANT.npy
MONSTER,MON.npy
HERE,.npy
FORGETFUL,FORGE.npy
SEEM,.npy
CHRISTMAS1,CHRIST.npy
BETTER,BE.npy
QUIT,.npy
BANK,.npy
INSPIRING,INSPI.npy
GETTHROUGH,GETTHR.npy
CRACK,C.npy
CREAM1,CR.npy
NIGHT1,NI.npy
BLOWMIND,BLOW.npy
CANCEL1,CAN.npy
PUSH,.npy
SWEATER3,SWEA.npy
GRADE,G.npy
RULE,.npy
BRING,B.npy
SANTA,S.npy
FIANCE,FI.npy
STRING,ST.npy
SIT,.npy
MARIONETTE,MARION.npy
GOTOJAIL,GOTO.npy
ESCAPE,ES.npy
EAST,.npy
BUS,.npy
PITCHER,PIT.npy
TIREDOF,TIR.npy
CHOPSTICKS,CHOPST.npy
AWAKE,A.npy
CLAP,.npy
BAT3,.npy
CARBATTERY,CARBAT.npy
SPOTSOMETHING,SPOTSOMET.npy
EARLY,E.npy
BELIEVE1,BELI.npy
SLED2,S.npy
CLOSET2,CLO.npy
PORCUPINE,PORCU.npy
EFFECT,EF.npy
NOTUNDERSTAND,NOTUNDERS.npy
LOVE,.npy
FIT,.npy
INNOCENT,INNO.npy
DAUGHTER,DAUG.npy
SAFE,.npy
SOMETIMES,SOMET.npy
SUIT,.npy
BLESS,B.npy
WINDY,W.npy
FINGER,FI.npy
CATCH3,CA.npy
FUN,.npy
MISS,.npy
GATECLOSE,GATEC.npy
HALLOWEEN1,HALLOW.npy
THRILLED,THRI.npy
STILL,S.npy
SHUTOUT,SHU.npy
DINNER1,DIN.npy
RESTLESS,REST.npy
SAVE,.npy
MUMMY,M.npy
JOURNEY,JOU.npy
DISPATCH,DISP.npy
DEDICATE1,DEDIC.npy
PLATFORM,PLAT.npy
TO,.npy
CALCULATOR,CALCUL.npy
CROWN,C.npy
SYSTEM,SY.npy
INSTEAD,INS.npy
SHOOTING,SHOO.npy
LASTWEEK,LAST.npy
EDIT1,E.npy
RETRIEVE,RETR.npy
MAD,.npy
HAIRDRESSER,HAIRDRE.npy
COMMUTE,COM.npy
ILOVEYOU,ILOV.npy
BEND,.npy
AVERAGE,AVE.npy
IMPRESS,IMP.npy
VOLUNTEER,VOLUN.npy
STAY,.npy
VANISH,VA.npy
RIVER1,RI.npy
HUNDRED,HUN.npy
NOBIGDEAL,NOBIG.npy
NECK,.npy
CLOSEDOOR,CLOSE.npy
ALLOVERBODY,ALLOVER.npy
AXE1,.npy
HEAP,.npy
DONTCARE,DONT.npy
ACQUIRE,ACQ.npy
CULTURE,CUL.npy
SHAMEONYOU,SHAMEO.npy
NAKED,N.npy
BURP,.npy
TOPIC,T.npy
STORY3,ST.npy
MANAGE,MA.npy
PROFOUNDLYDEAF,PROFOUNDLY.npy
WHYNOT,WH.npy
READY,R.npy
CASUAL,CA.npy
AT,.npy
BABYSITTER,BABYSI.npy
WIND,.npy
LAW,.npy
SCRATCH,SCR.npy
PRIORITY,PRIO.npy
KITTEN,KI.npy
INTERVENE,INTER.npy
TAKENOTES,TAKEN.npy
DOG1,.npy
HOE,.npy
YOYO,.npy
COMPLAIN,COMP.npy
WELCOME2,WELC.npy
TRUCK2,TR.npy
TWINS1,TW.npy
PERIOD,PE.npy
GOTHROUGH,GOTHR.npy
SEAL,.npy
SITUATION,SITUA.npy
INSTAGRAM,INSTA.npy
ORGANIZATION,ORGANIZA.npy
MAGNIFY1,MAGN.npy
VEST,.npy
OPINION2,OPIN.npy
WALK2,W.npy
CONFIDENTIAL,CONFIDEN.npy
DONKEY,DO.npy
RETIRE,RE.npy
SKILL,S.npy
LEFT,.npy
SCREWDRIVER3,SCREWDRI.npy
SCULPT,SC.npy
FANTASY,FAN.npy
CLASH,C.npy
ENERGY,EN.npy
ANALYZE,ANA.npy
POP3,.npy
VALLEY,VA.npy
SQUAREIDIOT,SQUAREI.npy
FOND,.npy
VISITOR,VIS.npy
SPILL2,SP.npy
SOFA,.npy
HEAR2,H.npy
SKATEBOARDING2,SKATEBOARD.npy
GOINGTHROUGHAHARDTIME,GOINGTHROUGHAHARD.npy
POUR1,P.npy
YAWN2,Y.npy
DINNER1,DIN.npy
CANCER1,CAN.npy
WHITEPERSON,WHITEPE.npy
STAYAWAKE24HRS,STAYAWAKE2.npy
BAG2,.npy
NONSENSE,NONS.npy
NETWORK,NET.npy
DECORATE2,DECOR.npy
BITE1,B.npy
QUALITY,QUA.npy
SHOUT1,SH.npy
OPEN,.npy
TRADITION,TRADI.npy
COMMENT,COM.npy
CORN3,C.npy
DEAFSCHOOL,DEAFSC.npy
ROAR2,R.npy
MIDDLE,MI.npy
KISSFIST,KISS.npy
SKATEBOARDING3,SKATEBOARD.npy
SIDE,.npy
LICENSE,LIC.npy
LEAGUE,LE.npy
DOCTOR2,DOC.npy
SKI-CA,SK.npy
SWEETHEART,SWEETH.npy
TEARRIP2,TEAR.npy
ALIGN,A.npy
MAGNET3,MAG.npy
PEG3,.npy
TEENAGER,TEEN.npy
PUMPKIN,PUM.npy
ATTITUDE,ATTI.npy
LAMP2,L.npy
STACK4,ST.npy
ADDICT,AD.npy
MODEL2,MO.npy
FOURTH,FO.npy
STING,S.npy
KANGAROO2,KANGA.npy
FROWN1,FR.npy
PISSEDOFF,PISSE.npy
POOP,.npy
WRISTWATCH2,WRISTWA.npy
GUN2,.npy
RECENT1,REC.npy
FEEDBACK,FEED.npy
LOSEGAME,LOSE.npy
LOST,.npy
1DOLLAR,1DO.npy
PUNISH,PU.npy
MINDTURNED,MINDTU.npy
ERASE3,ER.npy
GLASS3,GL.npy
LOAD2,L.npy
HARDOFHEARING,HARDOFHEA.npy
TRIP1,T.npy
REGULAR,REG.npy
WASHMACHINE,WASHMAC.npy
FEED1,F.npy
WINDMILL3,WINDM.npy
EITHER,EI.npy
BRAINSTORM,BRAINS.npy
LOCK3,L.npy
SOMERSAULT3,SOMERSA.npy
SHOUT2,SH.npy
INEPT,I.npy
WHOLE,W.npy
SUPERIOR,SUPE.npy
SAMESAME,SAME.npy
JUMP,.npy
FOOL,.npy
FLASHLIGHT4,FLASHLI.npy
POP4,.npy
FAST,.npy
BED2,.npy
JEWISH,JE.npy
IMAGINE2,IMAG.npy
CURTSEY1,CURT.npy
HAIRDRYER2,HAIRDR.npy
PICK,.npy
MAGNIFY2,MAGN.npy
SCOOP,S.npy
CHRISTMAS1,CHRIST.npy
UNDERGRADUATE,UNDERGRAD.npy
STAMP3,ST.npy
HONOR,H.npy
ASSEMBLY,ASSE.npy
STOP,.npy
SNOWBOARD,SNOWB.npy
TIEUP2,TI.npy
PARACHUTE3,PARACH.npy
BARK1,B.npy
GUN3,.npy
TAIL2,T.npy
THINKCHIN,THINK.npy
MONEY2,MO.npy
REMEMBER2,REMEM.npy
SEE,.npy
OFFTHEPOINT,OFFTHEP.npy
STUPID2,STU.npy
THINKPONDER,THINKPO.npy
BLUE,.npy
LIST,.npy
MASCARA,MAS.npy
SWEEP,S.npy
NEVER,N.npy
PITY,.npy
MAGNET4,MAG.npy
KNITTING3,KNITT.npy
PROTECTION,PROTEC.npy
CRY4,.npy
DRILL,D.npy
BUCKLE1,BUC.npy
METAPHOR,META.npy
ITALY,I.npy
FOLD2,F.npy
BATTERY,BAT.npy
THINK,T.npy
RHINO3,RH.npy
BEARD,B.npy
PANTS2,PA.npy
YAWN3,Y.npy
DENTIST2,DENT.npy
WINE,.npy
OWN,.npy
SMALL,S.npy
JAPAN,J.npy
LOSE,.npy
WRISTWATCH3,WRISTWA.npy
INTRODUCE,INTRO.npy
MEDITATE3,MEDIT.npy
SHINY,S.npy
MAIL1,M.npy
HELMET1,HEL.npy
DROWN5,DR.npy
BOTTLE,BO.npy
KANGAROO3,KANGA.npy
WINK,.npy
CANDY2,CA.npy
STEAL,S.npy
BEHAVIOR,BEHA.npy
WHAT1,W.npy
CATEGORY,CATE.npy
FEW,.npy
RAKE,.npy
ZERO,.npy
STEP,.npy
IGNORE,IG.npy
EARRING,EAR.npy
FASCINATED,FASCIN.npy
MISUNDERSTAND,MISUNDERS.npy
HOLDTOGETHER,HOLDTOGE.npy
COMEOUT,COM.npy
VACUUM,VA.npy
MISCHIEVOUS,MISCHIE.npy
COUNTRY,COU.npy
HOSE,.npy
GRASP,G.npy
THROWAWAY,THROW.npy
COME,.npy
PRAYER,PR.npy
YELLOW,YE.npy
WRITE,W.npy
SCRUB,S.npy
BLOND,B.npy
WAND,.npy
DONTKNOW,DONT.npy
LIGHTSON,LIGH.npy
MECHANIC1,MECHA.npy
REQUEST,REQ.npy
BACHELOR,BACH.npy
GRIEVE,GR.npy
PUTINBACKMIND,PUTINBACK.npy
BERRY,B.npy
SEND,.npy
CROCODILE,CROCO.npy
LUCKY,L.npy
ALONE,A.npy
DENY,.npy
THINKOVER,THINK.npy
LIGHTNING,LIGHT.npy
AXE1,.npy
FOREVER2,FORE.npy
LEARNLESSON,LEARNLE.npy
WHAT2,W.npy
GAY,.npy
PRIEST,PR.npy
SUMMARIZE,SUMMA.npy
FROG,.npy
WINDOWOPEN,WINDOW.npy
SPECIFIC,SPEC.npy
TAKEPILL,TAKE.npy
BUY,.npy
FORBID,FO.npy
DARK1,D.npy
CAMCORDER,CAMCO.npy
HALL,.npy
GRAB,.npy
FORK3,F.npy
RUSH,.npy
KISS3,K.npy
TOY3,.npy
FINANCE,FIN.npy
POUR2,P.npy
HATE,.npy
HOT,.npy
DISLIKE,DIS.npy
MEAT2,M.npy
WOW,.npy
THIS/IT,.npy
GAMBLE,GA.npy
PAYOFFBILLS,PAYOFFB.npy
WASHDISHES,WASHDI.npy
STRAIGHT,STRA.npy
STATE,S.npy
PARTY1,PA.npy
EVEN,.npy
DEPTH,D.npy
DRESSER,DRE.npy
TURBAN,TU.npy
TOOMUCH,TOO.npy
HIGHLIGHTER,HIGHLIG.npy
LETGO,L.npy
MOTIVATION2,MOTIVAT.npy
TTY,.npy
MICROSCOPE1,MICROSC.npy
EXPECT,EX.npy
SUPPORT2,SUPP.npy
ROAD,.npy
NOTHING2,NOTH.npy
CHOP,.npy
AUTISM1,AUT.npy
YOURSELF,YOUR.npy
PAGE,.npy
PASSOUT,PAS.npy
BELL,.npy
SMELLMONEY,SMELLM.npy
HALLOWEEN1,HALLOW.npy
OK,.npy
BASEBALLCAP,BASEBAL.npy
WRITEONWALL,WRITEON.npy
NOON1,N.npy
DISAPPOINT,DISAPP.npy
SIX,.npy
ROLL,.npy
SCREAM,SC.npy
CHEEK,C.npy
HEAD,.npy
CLOSE,C.npy
TOWEL,T.npy
SINGLE,SI.npy
GIVE,.npy
FRY,.npy
GRANDPARENTS,GRANDPAR.npy
SHARP2,SH.npy
DRUG,.npy
PREDICT,PRE.npy
UNTIL,U.npy
ASSIGN,AS.npy
UPSET2,UP.npy
GRADUATESCHOOL,GRADUATESC.npy
CATEPILLAR,CATEPI.npy
APRIL,A.npy
DELEGATE,DELE.npy
SHAVE5,SH.npy
LONG,.npy
HURRY,H.npy
TAKE,.npy
OPTION,OP.npy
ROLLUPSLEEVES,ROLLUPSLE.npy
PEAR,.npy
EXPERIENCED,EXPERIE.npy
INTENTIONAL,INTENTI.npy
TOMORROW,TOMO.npy
HIS,.npy
HARP,.npy
THIRD1,TH.npy
WHEEL,W.npy
RAINBOW,RAI.npy
VALUE,V.npy
EARMUFFS,EARM.npy
DOESNTMATTER,DOESNTMA.npy
BOYFRIEND,BOYFR.npy
POPE,.npy
EVENT,E.npy
FLAG2,F.npy
HELL,.npy
FORM,.npy
HOOD,.npy
ARTICULATESIGN,ARTICULATE.npy
YAY,.npy
BREAKTIME,BREAK.npy
CROSSHEART,CROSSH.npy
DEDICATE2,DEDIC.npy
TRANSGENDER,TRANSGE.npy
CHILD,C.npy
RUN2,.npy
FEED2,F.npy
YES,.npy
DEFEAT,DE.npy
INTERPRET,INTER.npy
SOFTBALL,SOFT.npy
HEADCOLD,HEAD.npy
CROSS3,CR.npy
SENTENCE2,SENTE.npy
TRACTOR,TRA.npy
WHEELCHAIR,WHEELC.npy
HANDS,H.npy
COUCH,C.npy
BEACH,B.npy
FRINGE,FR.npy
LAND,.npy
BOTH,.npy
PINCH1,PI.npy
LIFT1,L.npy
RECITE,RE.npy
EIGHT,E.npy
BITE1,B.npy
CURLYHAIR,CURLY.npy
BOILINGMAD,BOILIN.npy
EVERYYEAR,EVERY.npy
MESS,.npy
WHALE,W.npy
HOLDHANDS,HOLDH.npy
ALRIGHT,ALR.npy
PLUMMET,PLU.npy
SHORTPERSON,SHORTPE.npy
PRESS,P.npy
INDEPENDENT,INDEPEN.npy
ALWAYS,AL.npy
OLDEST,OL.npy
ROW,.npy
EYETURN,EYE.npy
ASSIST,AS.npy
DRAG1,D.npy
AUTISM2,AUT.npy
COMFORTABLE,COMFORT.npy
PINEAPPLE4,PINEAP.npy
SPACE,S.npy
TOUCH,T.npy
COOL4,C.npy
NECKLACE3,NECKL.npy
TIMETOTIME,TIMETO.npy
GROWUP,GR.npy
THINKOBSESS,THINKOB.npy
ELEMENTARYSCHOOL,ELEMENTARYSC.npy
OOH,.npy
SCARF3,SC.npy
DOMINANT,DOMI.npy
PREGNANT,PREG.npy
WOMAN2,WO.npy
JAWDROP,JAW.npy
INSIDE,IN.npy
LISTEN,LI.npy
RELIEF,RE.npy
BARK2,B.npy
SPLASH-CA,SPLAS.npy
HAIR2,H.npy
CONFUSED1,CONFU.npy
HANGCLOTHES,HANGCLO.npy
TURNAROUND,TURNAR.npy
BLOUSE,BL.npy
ADOPT,A.npy
ALLWAY,AL.npy
BATHTUB,BAT.npy
MASSAGE,MAS.npy
SUNBATHE2,SUNBA.npy
KITE2,K.npy
SHOULDER3,SHOUL.npy
WITCH2,WI.npy
IRON2,I.npy
FIFTH,F.npy
TOOTHBRUSH-CA,TOOTHBRUS.npy
BUCKLE2,BUC.npy
DRINK2,DR.npy
DISSOLVE,DISS.npy
ATLANTA,ATL.npy
BLUSH,B.npy
PIPE4,P.npy
BORED2,BO.npy
FORK4,F.npy
CREAM2,CR.npy
BANANA4,BAN.npy
STRAIN2,STR.npy
KNOWNOTHING,KNOWNOT.npy
INTELLIGENT,INTELLI.npy
HAIRDRYER3,HAIRDR.npy
PAGEANT,PAG.npy
DUE,.npy
REACH,R.npy
RIBBONAWARD,RIBBONA.npy
PINEAPPLE5,PINEAP.npy
CAN2,.npy
FOLLOW4,FOL.npy
HUMOR,H.npy
ERASE5,ER.npy
VISIT,V.npy
CATCHBASEBALL,CATCHBASE.npy
DRIBBLE,DRI.npy
IRON3,I.npy
HOODIE2,HOO.npy
VIDEOCAMERA2,VIDEOCAM.npy
PICKLE,PI.npy
LIFT2,L.npy
DINOSAUR2,DINOS.npy
EXPRESS,EXP.npy
HELICOPTER3,HELICOP.npy
SPREAD3,SPR.npy
SHARPEN3,SHAR.npy
VISION,VI.npy
GOAHEAD,GOA.npy
MAJOR,M.npy
OVERNIGHT,OVERN.npy
LOOKBACK,LOOK.npy
SUNDAY,SU.npy
PINCH2,PI.npy
FAUCET,FA.npy
ROLLERBLADING,ROLLERBLA.npy
FORFEIT,FOR.npy
NEWSPAPER,NEWSP.npy
GOD,.npy
LEAF1,L.npy
FRIEND,FR.npy
FULL,.npy
WIFE,.npy
CRAZY,C.npy
DRAW,.npy
CAR,.npy
FRANCE,FR.npy
AMAZING,AMA.npy
BEAT,.npy
TOOTHBRUSH,TOOTHB.npy
EXCUSE,EX.npy
REVENGE,REV.npy
DOWNSIZE1,DOWNS.npy
LESSON,LE.npy
SARCASTIC,SARCA.npy
YUCKY,Y.npy
PLUG1,P.npy
NUT1,.npy
AVOID,A.npy
FEDUP,F.npy
BYE,.npy
END,.npy
GERMANY,GER.npy
LETMESEE,LETM.npy
NIECE,N.npy
BUT,.npy
BUDGET,BU.npy
COOK,.npy
GLOW,.npy
ROCKET1,ROC.npy
WASH1,W.npy
SPONTANEOUS,SPONTAN.npy
FACE,.npy
TICKET,TI.npy
MOST,.npy
FREEDOM,FRE.npy
CUT,.npy
BUSY,.npy
LOLLIPOP,LOLL.npy
DEPRESS,DEP.npy
HOP,.npy
FLOAT3,FL.npy
PROOF,P.npy
CAMERAMAN,CAMER.npy
DRIVE,D.npy
BEANS,B.npy
PIZZA2,PI.npy
SHARE,S.npy
SLAVE,S.npy
ON,.npy
TRUTH,T.npy
VANILLA,VAN.npy
COST,.npy
ROOF,.npy
SNEAKADVENTURE,SNEAKADVEN.npy
LOUSY,L.npy
FUNNY,F.npy
SKIN,.npy
HIT1,.npy
LOOKFORWARD,LOOKFOR.npy
SWIM1,S.npy
HEADGRIND,HEADG.npy
GOAL,.npy
OUTSIDE,OUT.npy
ORANGETHROAT,ORANGETH.npy
ORANGEEYES,ORANGE.npy
ANSWER,AN.npy
DECLINE,DEC.npy
DISCUSS,DIS.npy
PEAS1,P.npy
ROBOT,R.npy
MELT,.npy
SUCK,.npy
ROUGH,R.npy
PET1,.npy
SIGNATURE,SIGNA.npy
GRAY,.npy
HEAVY,H.npy
GLUE1,G.npy
HURDLE/TRIP1,T.npy
CLIMBLADDER,CLIMBLA.npy
SNAP,.npy
ISOLATED,ISOL.npy
BEAVER,BE.npy
MAILMAN,MAI.npy
BET,.npy
DISTRACTED,DISTRA.npy
FREEZE,FR.npy
WILL,.npy
MEMBER,ME.npy
BEST,.npy
BAT2,.npy
MURDER,MU.npy
LIKE,.npy
OVER,.npy
PENIS,P.npy
DYE,.npy
DRY,.npy
DICTIONARY,DICTIO.npy
TAN,.npy
THINKCONNECT,THINKCON.npy
THEY1,T.npy
THUNDER,THU.npy
REDFACED,REDF.npy
FAN,.npy
QTIP,.npy
SCARMEMORY,SCARME.npy
LIMITED,LIM.npy
SHAKE2,SH.npy
SIGNINGFLUENTLY,SIGNINGFLUE.npy
STARE,S.npy
THOUGHTDISAPPEAR,THOUGHTDISAP.npy
RECORD,RE.npy
EVERYTHING,EVERYT.npy
NOTUSEDTO,NOTUS.npy
SO,.npy
STADIUM,STA.npy
THINKPENETRATE,THINKPENET.npy
MAID,.npy
BACKPACK1,BACKP.npy
CHOKE,C.npy
GREENBEANS,GREENB.npy
TOGETHER,TOGE.npy
COMPASS,COM.npy
NERVE,N.npy
BOW2,.npy
FRAME,F.npy
INSPIRE,INS.npy
FOLLOW2,FOL.npy
CLAW,.npy
RULER,R.npy
HAHA,.npy
GOATEE,GO.npy
IF,.npy
STAMP1,ST.npy
SPREAD1,SPR.npy
STRAW,S.npy
STRONG,ST.npy
PUTASIDE,PUTA.npy
WISE,.npy
TEMPORARY,TEMPO.npy
GOODYGOODY,GOODYG.npy
FAINT,F.npy
EVIDENCE,EVID.npy
VERYINTERESTED,VERYINTERE.npy
EDIT1,E.npy
DISCONNECT,DISCON.npy
INVISIBLE,INVIS.npy
THESE,T.npy
CHEW2,C.npy
POSTPONE,POST.npy
TRUCK1,TR.npy
JUICE2,JU.npy
PRINCIPAL,PRINC.npy
JOIN,.npy
SMOKE,S.npy
REFUSE,RE.npy
STRUCTURE,STRUC.npy
SNOWMAN,SNO.npy
VOCABULARY,VOCABU.npy
FILLOUT,FIL.npy
GOBACKANDFORTH,GOBACKANDF.npy
TENDENCY,TEND.npy
SPECIAL1,SPEC.npy
BANDAID1,BAND.npy
WEIRD,W.npy
PUBLIC,PU.npy
PERSPECTIVE,PERSPEC.npy
DONTNEED,DONT.npy
CHEERLEADER1,CHEERLEA.npy
REALLYINTO,REALLY.npy
STIMULATE,STIMU.npy
SCOUT,S.npy
TALK2,T.npy
BOTHER,BO.npy
LESBIAN,LES.npy
SWEAT,S.npy
GETOFF,GE.npy
CAUGHT,CA.npy
SURGERY,SUR.npy
BLANK,B.npy
BRICK,B.npy
KINDERGARTEN,KINDERGA.npy
PHILADELPHIA,PHILADEL.npy
FROMTHENON,FROMTH.npy
INFECTION,INFEC.npy
COMEHERE,COME.npy
POSSUM,PO.npy
TWOOFUS,TWO.npy
SENIORCITIZEN,SENIORCIT.npy
KEEP,.npy
NEGATIVE,NEGA.npy
SHOOT1,SH.npy
CRANKY,CR.npy
AFTERNOON,AFTER.npy
ERUPT1,ER.npy
PASS,.npy
VALIDATE,VALI.npy
STRANGLE,STRA.npy
SOON2,S.npy
CONFUSED1,CONFU.npy
HOWL,.npy
DRAG1,D.npy
REMEMBER1,REMEM.npy
WORKSHOP,WORK.npy
BOUNCE,BO.npy
PARALLEL,PARA.npy
ROOMMATE,ROOM.npy
STRUGGLE,STRU.npy
MEXICAN2,MEXI.npy
BOSTON,BO.npy
HANDSOME3,HANDS.npy
FRIENDSNOMORE1,FRIENDSNOM.npy
SUPERVISE,SUPER.npy
SLICE2,SL.npy
MARCH,M.npy
ATHLETE,ATH.npy
DESIGN,DE.npy
PUNCHFACE,PUNCH.npy
SANDWICH2,SANDW.npy
MEDITATE2,MEDIT.npy
ITCH,.npy
FISHING2,FISH.npy
RESPECT,RES.npy
POLISH,PO.npy
DIP2,.npy
BOARD,B.npy
AGAIN,A.npy
TASTE,T.npy
SEVERAL,SEV.npy
CHERISH,CHE.npy
ARM2,.npy
HIT2,.npy
LOCKER,LO.npy
POSITIVE,POSI.npy
FORMER,FO.npy
BOW3,.npy
OVERTAKE,OVER.npy
CONFLICT,CONF.npy
CAT2,.npy
WRAPUP2,WRA.npy
REMIND,RE.npy
JACKET2,JAC.npy
HALFHOUR,HALF.npy
GREET2,GR.npy
LONGTIME,LONG.npy
DROWN1,DR.npy
FACULTY,FAC.npy
TABLET,TA.npy
FOLLOW3,FOL.npy
TRIPLE,TR.npy
SWEET,S.npy
MAKEBELIEVE,MAKEBEL.npy
ROAR1,R.npy
SUNBATHE1,SUNBA.npy
INCREDIBLE,INCRED.npy
FIREMAN2,FIRE.npy
REPLACE,REP.npy
SLICE3,SL.npy
KICK1,K.npy
SELL,.npy
BOOTS1,BO.npy
FOCUS,F.npy
EXPERT,EX.npy
GRAPES2,GRA.npy
RHINO1,RH.npy
MAGNET1,MAG.npy
DROWN2,DR.npy
BLEED,B.npy
POOR,.npy
DEVELOP1,DEVE.npy
KISS2,K.npy
IPHONE,IP.npy
GRANDMOTHER,GRANDMO.npy
FILE1,F.npy
BRA2,.npy
CARROT3,CAR.npy
BALL,.npy
VILLAGE,VIL.npy
FURNITURE,FURNI.npy
WITH,.npy
EARTH,E.npy
TOW1,.npy
BOOTS2,BO.npy
DOG2,.npy
CANADA,CA.npy
CHEW3,C.npy
BLOWCANDLE1,BLOWCAN.npy
LEAF2,L.npy
NURSE,N.npy
THROW1,TH.npy
SWEATER1,SWEA.npy
FINALLY,FIN.npy
GLOVES3,GLO.npy
CHEAT2,CH.npy
RACECARTRACK,RACECART.npy
HELICOPTER1,HELICOP.npy
DOLPHIN2,DOLP.npy
STRAIN1,STR.npy
YEAH,.npy
ARRIVE,AR.npy
STRETCH-CA,STRETC.npy
CAUSE,C.npy
RUNFAUCET,RUNFA.npy
TRIM2,T.npy
STRETCH1,STRE.npy
FILE2,F.npy
DIP3,.npy
DUCK1,D.npy
PET2,.npy
SIGNLANGUAGE,SIGNLANG.npy
GUN1,.npy
LIGHTCANDLE,LIGHTCA.npy
FRENCH,FR.npy
CALENDAR1,CALEN.npy
CLOCK2,CL.npy
RUSSIA,RU.npy
TV,.npy
MAGIC,M.npy
WHATFOR1,WHAT.npy
LINE,.npy
CAPTION,CAP.npy
ENJOY,E.npy
WANT2,W.npy
DART,.npy
SURE,.npy
EAGLE1,EA.npy
LOBSTER2,LOBS.npy
CANDLE,CA.npy
SANDWICH3,SANDW.npy
NECKLACE2,NECKL.npy
SWIM2,S.npy
BUN,.npy
TEAR,.npy
SECRET,SE.npy
HOUSE,H.npy
DOLL,.npy
TANKTOP,TAN.npy
HAIRCUT,HAI.npy
ADULT,A.npy
JUGGLE,JU.npy
ORAL,.npy
SCAN,.npy
HOTCOMPETITION,HOTCOMPETI.npy
THEY1,T.npy
TAIL1,T.npy
EARN,.npy
BICYCLE,BIC.npy
STEAK,S.npy
THIRSTY,THI.npy
SMOKING,SMO.npy
PATIENT2,PATI.npy
DROWN3,DR.npy
PAINT,P.npy
LOCK1,L.npy
EAR,.npy
PERSISTENT,PERSIS.npy
FEBRUARY,FEBR.npy
TROPHY,TR.npy
HEAR1,H.npy
STAND2,ST.npy
LESS,.npy
DICE,.npy
YOUNG,Y.npy
IMPACT,IM.npy
INTERPRETER,INTERPR.npy
EAGLE2,EA.npy
RELAX1,RE.npy
PRINCE,PR.npy
STUCK,S.npy
OHISEE,OH.npy
RAT,.npy
SHAME,S.npy
POP2,.npy
CIRCLE,CI.npy
PEANUTBUTTER,PEANUTBU.npy
BELT1,B.npy
TODAY,T.npy
OPENBOOK,OPEN.npy
USE,.npy
WEIGHT,WE.npy
SHARK2,SH.npy
HANDSOME4,HANDS.npy
ROCKET2,ROC.npy
OPENWALLET,OPENWA.npy
CANCEL1,CAN.npy
RECENT1,REC.npy
THIRD1,TH.npy
SENSITIVE,SENSI.npy
OBSESS,OB.npy
DISSECT,DIS.npy
AUSTRALIA,AUSTR.npy
HONEY2,HO.npy
GESTURE,GES.npy
SHAKESPEARE,SHAKESP.npy
